"Feature"	"Measured Variable"	"Test Variable"	"coef"	"stderr"	"N"	"N.not.0"	"pval"	"qval"	"Subset"	"Model Name"	"Reference Variable"
"g__Bacteroides"	"mode_of_delivery"	"Vaginal"	0.228004446823446	0.043724025697799	954	946	6.00111416046306e-07	9.78643232321668e-06	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Lachnospiraceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.0192381258865376	0.00386188923845722	954	580	7.62264100713888e-07	1.19703695815811e-05	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Peptostreptococcaceae_unclsfd"	"lastDiet"	"Formula"	0.0191941383928502	0.0038365036894823	954	123	1.09906023824976e-06	1.66429121792106e-05	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Corynebacterium"	"visit_age_mo"	"visit_age_mo"	-0.00431608997587792	0.000903314417269676	954	339	2.0590153104697e-06	2.94798723178841e-05	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Dorea"	"lastDiet"	"Formula"	0.0341719950587096	0.00705082332285927	954	383	2.0858400224918e-06	2.94798723178841e-05	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Ruminococcus"	"lastDiet"	"Formula"	0.0172205089716069	0.00363342652165838	954	373	3.41899700220637e-06	4.6763055772113e-05	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Akkermansia"	"visit_age_mo"	"visit_age_mo"	0.0180025067454604	0.00395767392494587	954	371	6.13726027136077e-06	8.13186985955302e-05	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Prevotella"	"visit_age_mo"	"visit_age_mo"	0.00818142798080236	0.00187740187359875	954	346	1.462992474626e-05	0.000182443767423948	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Veillonella"	"mode_of_delivery"	"Vaginal"	-0.0637940207864639	0.0141836111153845	954	913	1.44719414019427e-05	0.000182443767423948	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Bacteroides"	"visit_age_mo"	"visit_age_mo"	0.0451931289197251	0.0105021665595908	954	946	1.88371518722052e-05	0.000228198639823286	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Lachnospiraceae_unclsfd"	"lastDiet"	"Formula"	0.0523290812555687	0.0121440555850089	954	580	2.10287982777033e-05	0.000247672513048505	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unknwn"	"lastDiet"	"Partially BF"	0.0479962153574374	0.0114920755639311	954	764	3.40721231215098e-05	0.000390448113608653	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Veillonella"	"visit_age_mo"	"visit_age_mo"	0.0244654895933226	0.00591961727815989	954	913	3.91796635050777e-05	0.000437162561214551	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Ruminococcaceae_unclsfd"	"lastDiet"	"Formula"	0.0198556479004127	0.00483300546548162	954	292	5.21057299393228e-05	0.000566482807545458	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Lactobacillus"	"probiotics_firstyr"	"Pro +"	0.0468686194973878	0.011391186186322	954	613	6.22475440264583e-05	0.000659823966680458	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Akkermansia"	"lastDiet"	"Formula"	0.0423002365384718	0.0106608100585684	954	371	9.18978099509167e-05	0.000950357839492406	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Streptococcus"	"visit_age_mo"	"visit_age_mo"	-0.0214837431726364	0.00550189647964422	954	950	0.000101384759187385	0.00102350328322503	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Bifidobacterium"	"visit_age_mo"	"visit_age_mo"	0.0442683851833654	0.0114666843837055	954	947	0.000121587156285946	0.00119890591314514	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unknwn"	"symptoms"	"Symptomatic"	-0.0541463001738608	0.0139305432179443	954	764	0.000133085077999639	0.00125395717937437	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__.Ruminococcus."	"lastDiet"	"Formula"	0.0587569877188332	0.01519338986654	954	771	0.000131573075895969	0.00125395717937437	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Bifidobacterium"	"lastDiet"	"Formula"	-0.142913460775253	0.0371185560704781	954	947	0.00013676239918045	0.00126059254896763	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Campylobacter"	"visit_age_mo"	"visit_age_mo"	0.00289061002841151	0.000777572587970708	954	168	0.000213409240121725	0.00192522378322577	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Coprococcus"	"lastDiet"	"Formula"	0.0209065684430269	0.00558319748351451	954	395	0.000228245982999662	0.00201617284983035	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Rothia"	"visit_age_mo"	"visit_age_mo"	-0.00243886800463319	0.000676084977195859	954	509	0.000326499780080507	0.00282522258681908	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Anaerococcus"	"visit_age_mo"	"visit_age_mo"	-0.00684130663929841	0.00193299781108857	954	224	0.000421810229827968	0.00357695074894117	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Coprobacillus"	"lastDiet"	"Formula"	0.0112958389214259	0.00323051768153218	954	134	0.000541096206197391	0.00449852532211164	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Streptococcus"	"symptoms"	"Pre-"	0.0729902928125131	0.02141897751435	954	950	0.000725304124055497	0.00591401824229866	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterobacteriaceae_unknwn"	"mode_of_delivery"	"Vaginal"	-0.0893406519020577	0.0263617488425956	954	905	0.000878118769263839	0.00702495015411071	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterococcaceae_unknwn"	"lastDiet"	"Partially BF"	-0.0263186375178433	0.00795673500988467	954	685	0.000985242054781076	0.00773597465235512	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Fusobacterium"	"visit_age_mo"	"visit_age_mo"	0.002275715487725	0.000694506714056509	954	164	0.00108995017516923	0.00840252498675914	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unclsfd"	"lastDiet"	"Formula"	0.00829080501793594	0.00251219823561671	954	190	0.00112947667781646	0.00855175198918179	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Rikenellaceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.00871159167730748	0.0026739349915104	954	272	0.00116449688464137	0.00866222244013934	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Haemophilus"	"lastDiet"	"Formula"	-0.0522515455993282	0.0160057903215209	954	787	0.00124987046807938	0.00913698411147686	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Collinsella"	"visit_age_mo"	"visit_age_mo"	0.00461942025799735	0.00145734969322183	954	183	0.00158058177383369	0.0113587571543302	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Anaerococcus"	"lastDiet"	"Partially BF"	0.015455502974476	0.00492387733970629	954	224	0.00177977717617646	0.0125770920449803	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Finegoldia"	"visit_age_mo"	"visit_age_mo"	-0.00448340463362861	0.00143712010647549	954	248	0.00186736115143591	0.0129796906263742	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Lachnospiraceae_unknwn"	"lastDiet"	"Formula"	0.0114788248222294	0.00368225705853477	954	178	0.00205100643595064	0.014026237561985	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Oscillospira"	"lastDiet"	"Partially BF"	0.0140874753697685	0.00456019692392662	954	441	0.00208836892109629	0.0140550543261083	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Clostridium"	"visit_age_mo"	"visit_age_mo"	-0.0242589083439546	0.00788835184800748	954	832	0.00216757701832956	0.0143601977464333	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Clostridiaceae_unclsfd"	"mode_of_delivery"	"Vaginal"	-0.0480680301585049	0.0154567414436521	954	727	0.00229297390758955	0.0149572451818149	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Haemophilus"	"lastDiet"	"Partially BF"	-0.0465704704550639	0.0154084164219198	954	787	0.00260472585525579	0.0167333903428554	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Clostridium"	"mode_of_delivery"	"Vaginal"	-0.0603050615629837	0.019977258889125	954	832	0.00302097924931769	0.019117838831503	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Lactobacillus"	"symptoms"	"Pre-"	-0.0470873092392082	0.0159139165536593	954	613	0.00325736281802204	0.0203106152182551	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Staphylococcus"	"lastDiet"	"Formula"	-0.0224997842286886	0.00762626875316713	954	623	0.00355899545911083	0.0218697691980144	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Akkermansia"	"probiotics_firstyr"	"Pro +"	0.0340083935812159	0.011650800747306	954	371	0.00402319771594277	0.0243690833079962	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Lactobacillus"	"symptoms"	"Symptomatic"	0.0377184985436081	0.0130989576022203	954	613	0.00433491551864312	0.0258873828155589	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Varibaculum"	"visit_age_mo"	"visit_age_mo"	-0.00195420187121394	0.000687146601428947	954	121	0.00455448964564706	0.0262066266128559	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Enterococcus"	"lastDiet"	"Partially BF"	0.0100824049855082	0.00354624966572533	954	119	0.00459939772051747	0.0262066266128559	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Dorea"	"symptoms"	"Resolved"	0.0252161031024832	0.0088179406271754	954	383	0.00463560612255706	0.0262066266128559	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Megasphaera"	"lastDiet"	"Formula"	-0.0103802359071998	0.00362369160150167	954	219	0.00459808881449483	0.0262066266128559	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Peptoniphilus"	"visit_age_mo"	"visit_age_mo"	-0.00371677946225214	0.00131856697404243	954	180	0.00492568573616129	0.0274801414754261	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__SMB53"	"visit_age_mo"	"visit_age_mo"	0.00288329894517937	0.0010304421568276	954	135	0.00524823410897639	0.0288993670416362	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Varibaculum"	"lastDiet"	"Partially BF"	0.00456866730739516	0.00163680503265416	954	121	0.00550048175618244	0.0296259012968194	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Parabacteroides"	"mode_of_delivery"	"Vaginal"	0.0613732361110341	0.0218090548930868	954	676	0.00551992028879418	0.0296259012968194	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Blautia"	"symptoms"	"Symptomatic"	-0.0374652955748873	0.0136880625789684	954	667	0.00676668815044833	0.0358634471973762	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unknwn"	"symptoms"	"Pre-"	-0.0448805392780189	0.016872047228352	954	764	0.00812114351689465	0.042510677174856	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Lactobacillus"	"symptoms"	"Resolved"	0.0349191848430023	0.0133570587737585	954	613	0.00947394083068586	0.0489872062464732	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Coprococcus"	"lastDiet"	"Partially BF"	0.0148968266304716	0.00573337211158179	954	395	0.00961428659482255	0.0491139459783706	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Staphylococcus"	"lastDiet"	"Partially BF"	-0.0201445050707215	0.00783528173023086	954	623	0.0104186103231051	0.0525891759166257	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Roseburia"	"lastDiet"	"Formula"	0.0180177193069306	0.00706394107040526	954	327	0.0113729270461098	0.0561261869598568	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Bilophila"	"visit_age_mo"	"visit_age_mo"	0.00139039923033859	0.000548218862139736	954	96	0.0113840850909144	0.0561261869598568	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unclsfd"	"symptoms"	"Pre-"	0.00932628196072439	0.00375318736764703	954	190	0.0133523801003418	0.065073668534999	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Corynebacterium"	"lastDiet"	"Formula"	-0.00510326505906346	0.00204041245640801	954	339	0.0135157438009346	0.0651213110408667	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Blautia"	"probiotics_firstyr"	"Pro +"	0.0306451620477393	0.0123740342289136	954	667	0.0144701021842899	0.0689362171476281	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Lachnospiraceae_unknwn"	"probiotics_firstyr"	"Pro +"	0.00958483374510711	0.00392663230333322	954	178	0.0158423839425868	0.0746352310184088	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Staphylococcus"	"symptoms"	"Pre-"	0.0276154022751036	0.0114259915068475	954	623	0.0161068415139037	0.0750472615592878	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Ruminococcus"	"probiotics_firstyr"	"Pro +"	0.00932897745907718	0.00390055537324941	954	373	0.0178597644370148	0.0823102187097205	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterococcaceae_unknwn"	"mode_of_delivery"	"Vaginal"	-0.0189051456155034	0.00808696962810438	954	685	0.0207973297472064	0.0928235643091114	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Coprococcus"	"mode_of_delivery"	"Vaginal"	0.0114182227631233	0.00488014359974091	954	395	0.0205384019539825	0.0928235643091114	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterobacteriaceae_unclsfd"	"symptoms"	"Pre-"	0.108593637258533	0.0467197942132524	954	927	0.0207977325692584	0.0928235643091114	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Bilophila"	"lastDiet"	"Formula"	0.00436897413992033	0.0018906421507434	954	96	0.0212470701398172	0.0938412264508591	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Parabacteroides"	"probiotics_firstyr"	"Pro +"	-0.0613950832491815	0.0264658421266306	954	676	0.0216546826573052	0.0946555200690455	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Clostridiaceae_unclsfd"	"symptoms"	"Pre-"	-0.0537916506454989	0.0237846306226734	954	727	0.0244295717212456	0.105695289896002	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Bilophila"	"mode_of_delivery"	"Vaginal"	0.00455260618418334	0.0020126649417225	954	96	0.0250363403729231	0.106154083181194	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterobacteriaceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	-0.0224836041248183	0.0100041626219998	954	927	0.0248656937548088	0.106154083181194	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterobacteriaceae_unclsfd"	"symptoms"	"Symptomatic"	0.0933283943063639	0.0418847960727828	954	927	0.0269972718878921	0.113335081984815	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Collinsella"	"lastDiet"	"Formula"	0.0109323145466651	0.00495810565045107	954	183	0.0279461733323853	0.116168406793445	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__.Eubacterium."	"lastDiet"	"Partially BF"	0.011051379489842	0.00502984528673302	954	502	0.0283446520699915	0.116680897841518	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Actinomyces"	"visit_age_mo"	"visit_age_mo"	-0.00608193940537671	0.00284676886948317	954	550	0.0329213795408005	0.134217931974033	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Streptococcus"	"symptoms"	"Resolved"	-0.0381909737617676	0.0184208287485735	954	950	0.0392518397269885	0.15850266708803	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unknwn"	"probiotics_firstyr"	"Pro +"	0.0250971588439052	0.0121479174903864	954	764	0.0405845954898386	0.162338381959354	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Lachnospira"	"probiotics_firstyr"	"Pro +"	0.0137875031880451	0.00675429806744463	954	277	0.0427483871299916	0.169395477973051	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Clostridium"	"lastDiet"	"Partially BF"	0.0411377251117571	0.0208061732331045	954	832	0.0484210666729242	0.190097521012221	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__SMB53"	"mode_of_delivery"	"Vaginal"	-0.00436797962070505	0.00224461678139291	954	135	0.0532024052242812	0.203223601937795	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Sutterella"	"lastDiet"	"Formula"	-0.0077702097406798	0.00400323133476494	954	145	0.0531958426289467	0.203223601937795	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterobacteriaceae_unclsfd"	"probiotics_firstyr"	"Pro +"	-0.076247965183151	0.0390412821140261	954	927	0.0526393456362737	0.203223601937795	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Faecalibacterium"	"symptoms"	"Resolved"	-0.0204032707685513	0.0107276931288138	954	402	0.0584704928545959	0.221352580092399	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Coprobacillus"	"visit_age_mo"	"visit_age_mo"	0.00228893181184039	0.00122155984791812	954	134	0.0612833099785622	0.229947994963809	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Corynebacterium"	"mode_of_delivery"	"Vaginal"	-0.00330660841268389	0.00175974766854185	954	339	0.0629944452834782	0.232257780871259	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterococcaceae_unknwn"	"symptoms"	"Resolved"	-0.020375609434909	0.0108920164778565	954	685	0.0628344212944216	0.232257780871259	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Phascolarctobacterium"	"lastDiet"	"Partially BF"	0.00285867447018879	0.00155834825307551	954	128	0.066914179751636	0.244582863919773	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Erysipelotrichaceae_unclsfd"	"probiotics_firstyr"	"Pro +"	-0.0274471789110045	0.014928178289552	954	685	0.0679153346874509	0.246120529123754	"All Samples"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Faecalibacterium"	"visit_age_mo"	"visit_age_mo"	0.0467550853515116	0.00345150188760816	954	402	3.29527573143738e-38	1.39719691012945e-35	"All Samples"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Coprococcus"	"visit_age_mo"	"visit_age_mo"	0.0283400268943659	0.00232149407088454	954	395	7.28768149990034e-32	1.54498847797887e-29	"All Samples"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Lachnospira"	"visit_age_mo"	"visit_age_mo"	0.0305159459583952	0.00266217279502395	954	277	1.60058736281465e-28	2.26216347277804e-26	"All Samples"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
"g__Staphylococcus"	"visit_age_mo"	"visit_age_mo"	-0.0336228993917585	0.00317411189522261	954	623	8.25507491310694e-25	8.75037940789336e-23	"All Samples"	"symptoms lastDiet pro (Symptomatic as reference)"	"Symptomatic"
